,PCP_PC,PCP_PO,PCP_NP,PCP_CY,PCP_AR,PCP_BS,PCP_HB,PCP_HL,PCP_SC,PCP_SM,PCP_LR,type
4563,0.162,0.189,0.453,0.041,0.108,0.162,0.439,0.23,0.014,0.372,0.628,nonDRNA
4564,0.19,0.173,0.428,0.033,0.095,0.19,0.438,0.275,0.039,0.412,0.588,nonDRNA
4565,0.143,0.168,0.528,0.045,0.049,0.143,0.521,0.217,0.017,0.469,0.531,nonDRNA
4566,0.087,0.164,0.628,0.04,0.054,0.087,0.557,0.158,0.054,0.574,0.426,nonDRNA
4567,0.13,0.182,0.536,0.049,0.075,0.13,0.506,0.214,0.045,0.545,0.455,nonDRNA
4568,0.145,0.184,0.525,0.073,0.101,0.145,0.536,0.229,0.056,0.453,0.547,nonDRNA
4569,0.132,0.188,0.492,0.036,0.067,0.132,0.491,0.198,0.033,0.447,0.553,nonDRNA
4570,0.149,0.186,0.479,0.005,0.062,0.149,0.459,0.201,0.031,0.387,0.613,nonDRNA
4571,0.117,0.175,0.529,0.051,0.074,0.117,0.521,0.206,0.027,0.502,0.498,nonDRNA
4572,0.135,0.247,0.494,0.076,0.081,0.135,0.553,0.256,0.053,0.556,0.444,nonDRNA
4573,0.122,0.194,0.551,0.072,0.084,0.122,0.536,0.235,0.032,0.574,0.426,nonDRNA
4574,0.122,0.183,0.573,0.093,0.098,0.122,0.561,0.224,0.037,0.508,0.492,nonDRNA
4575,0.082,0.231,0.541,0.055,0.083,0.082,0.516,0.167,0.013,0.648,0.352,nonDRNA
4576,0.127,0.192,0.511,0.065,0.073,0.127,0.494,0.263,0.045,0.582,0.418,nonDRNA
4577,0.131,0.175,0.479,0.035,0.079,0.131,0.458,0.205,0.037,0.474,0.526,nonDRNA
4578,0.096,0.244,0.497,0.05,0.058,0.096,0.479,0.215,0.027,0.611,0.389,nonDRNA
4579,0.126,0.175,0.554,0.047,0.068,0.126,0.528,0.203,0.052,0.517,0.483,nonDRNA
4580,0.11,0.189,0.555,0.068,0.079,0.11,0.535,0.217,0.031,0.493,0.507,nonDRNA
4581,0.079,0.288,0.46,0.025,0.13,0.079,0.435,0.192,0.031,0.565,0.435,nonDRNA
4582,0.153,0.153,0.515,0.029,0.095,0.153,0.5,0.208,0.022,0.496,0.504,nonDRNA
4583,0.05,0.293,0.537,0.053,0.1,0.05,0.55,0.18,0.02,0.68,0.32,nonDRNA
4584,0.145,0.183,0.473,0.031,0.115,0.145,0.458,0.237,0.053,0.458,0.542,nonDRNA
4585,0.116,0.183,0.504,0.037,0.104,0.116,0.526,0.22,0.041,0.496,0.504,nonDRNA
4586,0.077,0.249,0.505,0.065,0.071,0.077,0.536,0.217,0.015,0.544,0.456,nonDRNA
4587,0.192,0.153,0.468,0.052,0.104,0.192,0.448,0.269,0.01,0.373,0.627,nonDRNA
4588,0.139,0.219,0.489,0.046,0.078,0.139,0.491,0.212,0.041,0.495,0.505,nonDRNA
4589,0.106,0.219,0.475,0.044,0.106,0.106,0.519,0.212,0.031,0.538,0.462,nonDRNA
4590,0.109,0.188,0.518,0.075,0.159,0.109,0.514,0.246,0.03,0.475,0.525,nonDRNA
4591,0.106,0.165,0.537,0.072,0.154,0.106,0.515,0.246,0.022,0.496,0.504,nonDRNA
4592,0.125,0.172,0.523,0.047,0.086,0.125,0.508,0.203,0.031,0.5,0.5,nonDRNA
4593,0.099,0.219,0.553,0.042,0.063,0.099,0.544,0.177,0.021,0.589,0.411,nonDRNA
4594,0.111,0.293,0.374,0.01,0.081,0.111,0.414,0.172,0.101,0.525,0.475,nonDRNA
4595,0.111,0.204,0.546,0.074,0.093,0.111,0.556,0.222,0.037,0.574,0.426,nonDRNA
4596,0.144,0.157,0.539,0.038,0.1,0.144,0.491,0.211,0.046,0.491,0.509,nonDRNA
4597,0.095,0.277,0.492,0.052,0.077,0.095,0.498,0.202,0.023,0.671,0.329,nonDRNA
4598,0.123,0.21,0.472,0.038,0.115,0.123,0.473,0.21,0.023,0.505,0.495,nonDRNA
4599,0.154,0.163,0.533,0.022,0.053,0.154,0.458,0.201,0.025,0.524,0.476,nonDRNA
4600,0.113,0.204,0.439,0.032,0.095,0.113,0.413,0.231,0.021,0.513,0.487,nonDRNA
4601,0.123,0.197,0.519,0.028,0.104,0.123,0.492,0.19,0.026,0.481,0.519,nonDRNA
4602,0.148,0.236,0.405,0.023,0.133,0.148,0.415,0.236,0.03,0.505,0.495,nonDRNA
4603,0.126,0.189,0.5,0.051,0.137,0.126,0.506,0.237,0.037,0.526,0.474,nonDRNA
4604,0.136,0.256,0.392,0.02,0.138,0.136,0.422,0.234,0.028,0.523,0.477,nonDRNA
4605,0.117,0.223,0.427,0.034,0.094,0.117,0.428,0.225,0.018,0.518,0.482,nonDRNA
4606,0.143,0.13,0.474,0.031,0.075,0.143,0.447,0.242,0.027,0.44,0.56,nonDRNA
4607,0.157,0.145,0.494,0.031,0.067,0.157,0.49,0.243,0.047,0.439,0.561,nonDRNA
4608,0.22,0.227,0.353,0.013,0.06,0.22,0.4,0.28,0.067,0.36,0.64,nonDRNA
4609,0.179,0.143,0.475,0.029,0.046,0.179,0.475,0.271,0.011,0.536,0.464,nonDRNA
4610,0.141,0.219,0.499,0.052,0.125,0.141,0.511,0.235,0.045,0.433,0.567,nonDRNA
4611,0.092,0.269,0.562,0.054,0.131,0.092,0.546,0.185,0.038,0.531,0.469,nonDRNA
4612,0.118,0.228,0.47,0.053,0.144,0.118,0.46,0.236,0.048,0.483,0.517,nonDRNA
4613,0.098,0.162,0.598,0.058,0.061,0.098,0.566,0.197,0.035,0.561,0.439,nonDRNA
4614,0.109,0.166,0.558,0.075,0.094,0.109,0.525,0.238,0.045,0.555,0.445,nonDRNA
4615,0.118,0.181,0.526,0.045,0.077,0.118,0.509,0.202,0.035,0.544,0.456,nonDRNA
4616,0.127,0.156,0.572,0.064,0.017,0.127,0.497,0.225,0.046,0.59,0.41,nonDRNA
4617,0.099,0.265,0.513,0.04,0.078,0.099,0.535,0.166,0.016,0.674,0.326,nonDRNA
4618,0.115,0.189,0.577,0.05,0.053,0.115,0.544,0.189,0.024,0.544,0.456,nonDRNA
4619,0.163,0.098,0.557,0.042,0.046,0.163,0.524,0.238,0.023,0.485,0.515,nonDRNA
4620,0.096,0.239,0.487,0.023,0.079,0.096,0.473,0.175,0.059,0.569,0.431,nonDRNA
4621,0.142,0.271,0.399,0.036,0.106,0.142,0.425,0.286,0.026,0.505,0.495,nonDRNA
4622,0.107,0.251,0.432,0.036,0.114,0.107,0.426,0.238,0.023,0.602,0.398,nonDRNA
4623,0.102,0.181,0.571,0.066,0.079,0.102,0.531,0.202,0.033,0.607,0.393,nonDRNA
4624,0.132,0.138,0.585,0.049,0.085,0.132,0.518,0.216,0.018,0.525,0.475,nonDRNA
4625,0.112,0.201,0.561,0.073,0.063,0.112,0.571,0.205,0.033,0.637,0.363,nonDRNA
4626,0.147,0.204,0.446,0.039,0.116,0.147,0.431,0.243,0.026,0.47,0.53,nonDRNA
4627,0.156,0.244,0.43,0.063,0.078,0.156,0.443,0.26,0.031,0.462,0.538,nonDRNA
4628,0.124,0.229,0.474,0.044,0.124,0.124,0.447,0.228,0.014,0.561,0.439,nonDRNA
4629,0.111,0.175,0.58,0.064,0.088,0.111,0.558,0.206,0.025,0.539,0.461,nonDRNA
4630,0.114,0.177,0.575,0.064,0.088,0.114,0.556,0.209,0.025,0.534,0.466,nonDRNA
4631,0.083,0.258,0.446,0.035,0.128,0.083,0.46,0.174,0.03,0.575,0.425,nonDRNA
4632,0.137,0.189,0.485,0.044,0.106,0.137,0.471,0.233,0.035,0.502,0.498,nonDRNA
4633,0.099,0.2,0.521,0.038,0.065,0.099,0.512,0.178,0.054,0.535,0.465,nonDRNA
4634,0.074,0.26,0.533,0.096,0.063,0.074,0.554,0.24,0.02,0.625,0.375,nonDRNA
4635,0.074,0.295,0.474,0.072,0.094,0.074,0.545,0.231,0.028,0.603,0.397,nonDRNA
4636,0.071,0.264,0.47,0.036,0.123,0.071,0.422,0.181,0.024,0.608,0.392,nonDRNA
4637,0.158,0.152,0.491,0.04,0.141,0.158,0.485,0.244,0.014,0.436,0.564,nonDRNA
4638,0.147,0.182,0.49,0.105,0.084,0.147,0.497,0.266,0.035,0.503,0.497,nonDRNA
4639,0.05,0.29,0.54,0.053,0.1,0.05,0.553,0.18,0.02,0.68,0.32,nonDRNA
4640,0.05,0.293,0.537,0.053,0.1,0.05,0.55,0.18,0.02,0.68,0.32,nonDRNA
4641,0.143,0.184,0.478,0.024,0.106,0.143,0.461,0.208,0.033,0.469,0.531,nonDRNA
4642,0.137,0.272,0.407,0.055,0.076,0.137,0.502,0.23,0.076,0.517,0.483,nonDRNA
4643,0.142,0.133,0.558,0.033,0.058,0.142,0.525,0.208,0.017,0.533,0.467,nonDRNA
4644,0.097,0.223,0.563,0.019,0.049,0.097,0.505,0.165,0.058,0.602,0.398,nonDRNA
4645,0.141,0.158,0.579,0.055,0.13,0.141,0.535,0.219,0.025,0.476,0.524,nonDRNA
4646,0.102,0.273,0.48,0.069,0.138,0.102,0.495,0.219,0.019,0.577,0.423,nonDRNA
4647,0.123,0.232,0.496,0.048,0.069,0.123,0.517,0.213,0.044,0.55,0.45,nonDRNA
4648,0.161,0.161,0.508,0.081,0.113,0.161,0.492,0.266,0.024,0.452,0.548,nonDRNA
4649,0.055,0.173,0.552,0.061,0.097,0.055,0.533,0.161,0.024,0.536,0.464,nonDRNA
4650,0.126,0.225,0.459,0.059,0.096,0.126,0.475,0.247,0.061,0.503,0.497,nonDRNA
4651,0.108,0.167,0.584,0.048,0.04,0.108,0.561,0.178,0.031,0.618,0.382,nonDRNA
4652,0.093,0.239,0.457,0.035,0.094,0.093,0.467,0.216,0.019,0.58,0.42,nonDRNA
4653,0.07,0.272,0.491,0.053,0.1,0.07,0.524,0.186,0.029,0.591,0.409,nonDRNA
4654,0.148,0.18,0.445,0.023,0.098,0.148,0.457,0.23,0.028,0.438,0.562,nonDRNA
4655,0.164,0.174,0.459,0.034,0.121,0.164,0.473,0.242,0.048,0.396,0.604,nonDRNA
4656,0.105,0.207,0.456,0.033,0.085,0.105,0.434,0.226,0.014,0.535,0.465,nonDRNA
4657,0.15,0.139,0.572,0.081,0.058,0.15,0.491,0.26,0.052,0.572,0.428,nonDRNA
4658,0.162,0.175,0.433,0.046,0.058,0.162,0.454,0.225,0.046,0.5,0.5,nonDRNA
4659,0.131,0.181,0.538,0.019,0.088,0.131,0.506,0.194,0.062,0.519,0.481,nonDRNA
4660,0.108,0.278,0.485,0.029,0.083,0.108,0.477,0.183,0.079,0.589,0.411,nonDRNA
4661,0.095,0.184,0.551,0.025,0.076,0.095,0.519,0.19,0.051,0.595,0.405,nonDRNA
4662,0.173,0.152,0.492,0.026,0.115,0.173,0.471,0.236,0.031,0.44,0.56,nonDRNA
4663,0.145,0.182,0.501,0.078,0.119,0.145,0.501,0.256,0.025,0.505,0.495,nonDRNA
4664,0.122,0.216,0.493,0.094,0.089,0.122,0.521,0.263,0.023,0.432,0.568,nonDRNA
4665,0.128,0.245,0.466,0.047,0.075,0.128,0.455,0.24,0.07,0.566,0.434,nonDRNA
4666,0.119,0.288,0.49,0.107,0.048,0.119,0.482,0.253,0.021,0.563,0.437,nonDRNA
4667,0.117,0.228,0.485,0.074,0.101,0.117,0.497,0.244,0.035,0.52,0.48,nonDRNA
4668,0.125,0.186,0.544,0.034,0.058,0.125,0.53,0.187,0.051,0.501,0.499,nonDRNA
4669,0.13,0.199,0.495,0.06,0.069,0.13,0.498,0.233,0.057,0.538,0.462,nonDRNA
4670,0.115,0.165,0.599,0.064,0.048,0.115,0.574,0.199,0.036,0.594,0.406,nonDRNA
4671,0.109,0.191,0.579,0.059,0.074,0.109,0.574,0.182,0.062,0.541,0.459,nonDRNA
4672,0.087,0.23,0.508,0.048,0.063,0.087,0.532,0.206,0.016,0.563,0.437,nonDRNA
4673,0.116,0.238,0.488,0.03,0.085,0.116,0.476,0.189,0.043,0.573,0.427,nonDRNA
4674,0.145,0.169,0.504,0.028,0.097,0.145,0.488,0.226,0.016,0.536,0.464,nonDRNA
4675,0.128,0.201,0.53,0.037,0.091,0.128,0.512,0.189,0.037,0.573,0.427,nonDRNA
4676,0.097,0.211,0.528,0.04,0.097,0.097,0.532,0.224,0.013,0.518,0.482,nonDRNA
4677,0.083,0.192,0.608,0.081,0.039,0.083,0.581,0.181,0.019,0.592,0.408,nonDRNA
4678,0.09,0.161,0.688,0.035,0.106,0.09,0.608,0.141,0.05,0.492,0.508,nonDRNA
4679,0.125,0.166,0.52,0.046,0.071,0.125,0.526,0.234,0.033,0.542,0.458,nonDRNA
4680,0.106,0.157,0.59,0.039,0.112,0.106,0.575,0.187,0.034,0.458,0.542,nonDRNA
4681,0.129,0.268,0.362,0.029,0.095,0.129,0.385,0.256,0.047,0.538,0.462,nonDRNA
4682,0.132,0.244,0.439,0.015,0.112,0.132,0.473,0.215,0.034,0.585,0.415,nonDRNA
4683,0.117,0.165,0.583,0.039,0.068,0.117,0.573,0.194,0.039,0.621,0.379,nonDRNA
4684,0.142,0.185,0.521,0.042,0.07,0.142,0.476,0.194,0.024,0.476,0.524,nonDRNA
4685,0.113,0.135,0.637,0.166,0.037,0.113,0.442,0.301,0.025,0.643,0.357,nonDRNA
4686,0.087,0.144,0.681,0.044,0.087,0.087,0.63,0.159,0.049,0.499,0.501,nonDRNA
4687,0.114,0.249,0.483,0.058,0.108,0.114,0.457,0.215,0.014,0.543,0.457,nonDRNA
4688,0.12,0.218,0.508,0.03,0.102,0.12,0.496,0.207,0.03,0.504,0.496,nonDRNA
4689,0.125,0.167,0.519,0.045,0.094,0.125,0.509,0.22,0.017,0.54,0.46,nonDRNA
4690,0.116,0.261,0.437,0.045,0.116,0.116,0.477,0.196,0.055,0.427,0.573,nonDRNA
4691,0.128,0.214,0.461,0.032,0.139,0.128,0.458,0.223,0.025,0.467,0.533,nonDRNA
4692,0.247,0.172,0.452,0.054,0.048,0.247,0.468,0.323,0.059,0.419,0.581,nonDRNA
4693,0.158,0.136,0.544,0.053,0.048,0.158,0.544,0.228,0.048,0.452,0.548,nonDRNA
4694,0.12,0.246,0.452,0.035,0.092,0.12,0.475,0.23,0.048,0.518,0.482,nonDRNA
4695,0.129,0.239,0.449,0.035,0.094,0.129,0.463,0.246,0.046,0.502,0.498,nonDRNA
4696,0.145,0.19,0.456,0.035,0.075,0.145,0.479,0.254,0.07,0.51,0.49,nonDRNA
4697,0.123,0.184,0.556,0.06,0.109,0.123,0.546,0.213,0.039,0.531,0.469,nonDRNA
4698,0.179,0.174,0.479,0.016,0.063,0.179,0.495,0.247,0.032,0.479,0.521,nonDRNA
4699,0.136,0.204,0.5,0.056,0.093,0.136,0.519,0.222,0.043,0.5,0.5,nonDRNA
4700,0.125,0.204,0.466,0.018,0.104,0.125,0.442,0.21,0.015,0.506,0.494,nonDRNA
4701,0.135,0.167,0.474,0.026,0.103,0.135,0.487,0.212,0.051,0.41,0.59,nonDRNA
4702,0.111,0.206,0.513,0.054,0.121,0.111,0.511,0.222,0.017,0.544,0.456,nonDRNA
4703,0.141,0.237,0.422,0.015,0.052,0.141,0.496,0.215,0.074,0.474,0.526,nonDRNA
4704,0.113,0.219,0.479,0.048,0.109,0.113,0.482,0.217,0.034,0.458,0.542,nonDRNA
4705,0.114,0.197,0.534,0.043,0.07,0.114,0.534,0.195,0.043,0.549,0.451,nonDRNA
4706,0.105,0.177,0.573,0.045,0.036,0.105,0.564,0.177,0.041,0.536,0.464,nonDRNA
4707,0.114,0.236,0.459,0.036,0.116,0.114,0.457,0.201,0.038,0.503,0.497,nonDRNA
4708,0.128,0.159,0.558,0.035,0.08,0.128,0.544,0.213,0.036,0.477,0.523,nonDRNA
4709,0.139,0.196,0.499,0.059,0.089,0.139,0.481,0.226,0.039,0.49,0.51,nonDRNA
4710,0.139,0.196,0.491,0.039,0.093,0.139,0.47,0.217,0.036,0.494,0.506,nonDRNA
4711,0.171,0.208,0.426,0.046,0.093,0.171,0.468,0.259,0.032,0.491,0.509,nonDRNA
4712,0.145,0.373,0.325,0.024,0.048,0.145,0.482,0.241,0.12,0.578,0.422,nonDRNA
4713,0.148,0.272,0.494,0.062,0.074,0.148,0.654,0.259,0.148,0.568,0.432,nonDRNA
4714,0.131,0.269,0.438,0.031,0.094,0.131,0.531,0.2,0.056,0.488,0.512,nonDRNA
4715,0.12,0.171,0.552,0.051,0.054,0.12,0.514,0.199,0.017,0.563,0.437,nonDRNA
4716,0.174,0.23,0.385,0.023,0.117,0.174,0.404,0.277,0.038,0.399,0.601,nonDRNA
4717,0.137,0.21,0.489,0.042,0.069,0.137,0.5,0.225,0.053,0.527,0.473,nonDRNA
4718,0.143,0.222,0.466,0.032,0.085,0.143,0.519,0.217,0.063,0.519,0.481,nonDRNA
4719,0.086,0.272,0.506,0.031,0.099,0.086,0.525,0.16,0.043,0.549,0.451,nonDRNA
4720,0.111,0.222,0.512,0.037,0.111,0.111,0.506,0.21,0.031,0.568,0.432,nonDRNA
4721,0.093,0.259,0.481,0.037,0.099,0.093,0.5,0.204,0.037,0.574,0.426,nonDRNA
4722,0.105,0.259,0.494,0.031,0.105,0.105,0.488,0.173,0.037,0.525,0.475,nonDRNA
4723,0.117,0.279,0.44,0.039,0.142,0.117,0.466,0.208,0.031,0.49,0.51,nonDRNA
4724,0.124,0.276,0.442,0.039,0.133,0.124,0.472,0.207,0.035,0.486,0.514,nonDRNA
4725,0.15,0.19,0.515,0.043,0.086,0.15,0.492,0.203,0.028,0.462,0.538,nonDRNA
4726,0.113,0.209,0.524,0.051,0.092,0.113,0.486,0.205,0.041,0.469,0.531,nonDRNA
4727,0.094,0.141,0.544,0.013,0.074,0.094,0.537,0.154,0.027,0.517,0.483,nonDRNA
4728,0.154,0.187,0.517,0.042,0.073,0.154,0.514,0.242,0.006,0.532,0.468,nonDRNA
4729,0.148,0.144,0.517,0.062,0.062,0.148,0.493,0.244,0.01,0.502,0.498,nonDRNA
4730,0.125,0.25,0.444,0.028,0.102,0.125,0.464,0.231,0.049,0.494,0.506,nonDRNA
4731,0.119,0.282,0.439,0.047,0.087,0.119,0.477,0.247,0.044,0.552,0.448,nonDRNA
4732,0.146,0.158,0.564,0.038,0.058,0.146,0.553,0.202,0.035,0.544,0.456,nonDRNA
4733,0.131,0.169,0.485,0.031,0.069,0.131,0.492,0.238,0.038,0.385,0.615,nonDRNA
4734,0.122,0.24,0.452,0.037,0.09,0.122,0.477,0.237,0.048,0.518,0.482,nonDRNA
4735,0.158,0.171,0.479,0.021,0.048,0.158,0.493,0.219,0.055,0.459,0.541,nonDRNA
4736,0.089,0.156,0.569,0.031,0.036,0.089,0.494,0.147,0.022,0.619,0.381,nonDRNA
4737,0.116,0.191,0.53,0.065,0.07,0.116,0.526,0.209,0.033,0.502,0.498,nonDRNA
4738,0.147,0.177,0.515,0.053,0.092,0.147,0.5,0.242,0.03,0.477,0.523,nonDRNA
4739,0.147,0.177,0.515,0.053,0.092,0.147,0.5,0.242,0.03,0.477,0.523,nonDRNA
4740,0.12,0.169,0.551,0.049,0.068,0.12,0.496,0.207,0.038,0.532,0.468,nonDRNA
4741,0.12,0.185,0.517,0.033,0.091,0.12,0.486,0.2,0.045,0.503,0.497,nonDRNA
4742,0.153,0.23,0.425,0.038,0.115,0.153,0.444,0.234,0.019,0.406,0.594,nonDRNA
4743,0.124,0.167,0.575,0.037,0.033,0.124,0.538,0.187,0.04,0.559,0.441,nonDRNA
4744,0.162,0.145,0.53,0.034,0.09,0.162,0.483,0.209,0.021,0.466,0.534,nonDRNA
4745,0.099,0.179,0.583,0.042,0.045,0.099,0.535,0.176,0.022,0.574,0.426,nonDRNA
4746,0.13,0.104,0.612,0.072,0.064,0.13,0.545,0.217,0.017,0.545,0.455,nonDRNA
4747,0.126,0.239,0.474,0.074,0.144,0.126,0.481,0.221,0.067,0.488,0.512,nonDRNA
4748,0.145,0.138,0.543,0.029,0.116,0.145,0.471,0.181,0.036,0.406,0.594,nonDRNA
4749,0.153,0.218,0.476,0.058,0.138,0.153,0.474,0.261,0.03,0.509,0.491,nonDRNA
4750,0.116,0.237,0.432,0.033,0.106,0.116,0.446,0.23,0.041,0.512,0.488,nonDRNA
4751,0.158,0.139,0.557,0.032,0.108,0.158,0.544,0.203,0.032,0.449,0.551,nonDRNA
4752,0.112,0.206,0.517,0.022,0.079,0.112,0.483,0.187,0.022,0.509,0.491,nonDRNA
4753,0.131,0.188,0.513,0.052,0.058,0.131,0.497,0.225,0.031,0.482,0.518,nonDRNA
4754,0.172,0.172,0.469,0.031,0.094,0.172,0.445,0.234,0.023,0.422,0.578,nonDRNA
4755,0.144,0.215,0.475,0.05,0.11,0.144,0.492,0.227,0.028,0.481,0.519,nonDRNA
4756,0.146,0.175,0.496,0.033,0.102,0.146,0.467,0.219,0.036,0.445,0.555,nonDRNA
4757,0.112,0.214,0.534,0.024,0.073,0.112,0.544,0.16,0.029,0.573,0.427,nonDRNA
4758,0.147,0.168,0.516,0.057,0.061,0.147,0.513,0.233,0.036,0.48,0.52,nonDRNA
4759,0.152,0.183,0.49,0.049,0.099,0.152,0.491,0.235,0.038,0.462,0.538,nonDRNA
4760,0.119,0.21,0.471,0.035,0.073,0.119,0.485,0.226,0.038,0.538,0.462,nonDRNA
4761,0.145,0.171,0.469,0.016,0.095,0.145,0.457,0.227,0.031,0.393,0.607,nonDRNA
4762,0.14,0.198,0.442,0.035,0.14,0.14,0.465,0.244,0.047,0.442,0.558,nonDRNA
4763,0.117,0.245,0.436,0.064,0.079,0.117,0.483,0.256,0.009,0.591,0.409,nonDRNA
4764,0.116,0.245,0.437,0.064,0.079,0.116,0.484,0.255,0.01,0.591,0.409,nonDRNA
4765,0.147,0.153,0.512,0.042,0.084,0.147,0.512,0.237,0.024,0.5,0.5,nonDRNA
4766,0.083,0.259,0.449,0.008,0.138,0.083,0.38,0.176,0.011,0.57,0.43,nonDRNA
4767,0.091,0.247,0.456,0.011,0.143,0.091,0.398,0.176,0.014,0.566,0.434,nonDRNA
4768,0.134,0.255,0.43,0.03,0.147,0.134,0.468,0.232,0.029,0.438,0.562,nonDRNA
4769,0.08,0.269,0.542,0.067,0.076,0.08,0.529,0.193,0.042,0.655,0.345,nonDRNA
4770,0.113,0.188,0.571,0.044,0.074,0.113,0.574,0.186,0.028,0.496,0.504,nonDRNA
4771,0.088,0.208,0.584,0.056,0.096,0.088,0.576,0.176,0.048,0.576,0.424,nonDRNA
4772,0.15,0.208,0.445,0.026,0.102,0.15,0.453,0.23,0.033,0.409,0.591,nonDRNA
4773,0.123,0.177,0.569,0.069,0.131,0.123,0.519,0.208,0.027,0.477,0.523,nonDRNA
4774,0.142,0.146,0.549,0.034,0.117,0.142,0.492,0.199,0.023,0.449,0.551,nonDRNA
4775,0.151,0.227,0.455,0.047,0.105,0.151,0.478,0.244,0.042,0.453,0.547,nonDRNA
4776,0.102,0.229,0.48,0.036,0.102,0.102,0.489,0.202,0.039,0.543,0.457,nonDRNA
4777,0.114,0.284,0.472,0.068,0.136,0.114,0.574,0.216,0.051,0.523,0.477,nonDRNA
4778,0.065,0.332,0.509,0.062,0.075,0.065,0.543,0.161,0.053,0.677,0.323,nonDRNA
4779,0.197,0.175,0.446,0.048,0.123,0.197,0.431,0.29,0.03,0.368,0.632,nonDRNA
4780,0.121,0.191,0.497,0.025,0.045,0.121,0.513,0.186,0.045,0.457,0.543,nonDRNA
4781,0.167,0.127,0.509,0.04,0.094,0.167,0.462,0.238,0.026,0.462,0.538,nonDRNA
4782,0.122,0.15,0.517,0.038,0.066,0.122,0.476,0.219,0.016,0.514,0.486,nonDRNA
4783,0.073,0.294,0.484,0.065,0.074,0.073,0.576,0.195,0.019,0.627,0.373,nonDRNA
4784,0.162,0.174,0.491,0.035,0.07,0.162,0.462,0.235,0.049,0.491,0.509,nonDRNA
4785,0.134,0.198,0.49,0.045,0.099,0.134,0.52,0.218,0.045,0.53,0.47,nonDRNA
4786,0.15,0.135,0.524,0.054,0.111,0.15,0.491,0.237,0.027,0.44,0.56,nonDRNA
4787,0.083,0.2,0.5,0.067,0.017,0.083,0.55,0.167,0.117,0.683,0.317,nonDRNA
4788,0.135,0.135,0.534,0.044,0.078,0.135,0.493,0.233,0.03,0.52,0.48,nonDRNA
4789,0.132,0.275,0.495,0.077,0.099,0.132,0.593,0.253,0.077,0.582,0.418,nonDRNA
4790,0.184,0.276,0.469,0.051,0.071,0.184,0.571,0.265,0.082,0.48,0.52,nonDRNA
4791,0.144,0.112,0.547,0.054,0.058,0.144,0.511,0.216,0.018,0.536,0.464,nonDRNA
4792,0.038,0.365,0.46,0.028,0.156,0.038,0.479,0.118,0.024,0.664,0.336,nonDRNA
4793,0.114,0.184,0.53,0.039,0.069,0.114,0.506,0.199,0.054,0.515,0.485,nonDRNA
4794,0.146,0.115,0.571,0.044,0.075,0.146,0.509,0.221,0.049,0.491,0.509,nonDRNA
4795,0.101,0.264,0.457,0.024,0.071,0.101,0.496,0.175,0.033,0.499,0.501,nonDRNA
4796,0.17,0.23,0.412,0.059,0.054,0.17,0.395,0.27,0.032,0.517,0.483,nonDRNA
4797,0.17,0.23,0.411,0.058,0.053,0.17,0.393,0.271,0.033,0.518,0.482,nonDRNA
4798,0.123,0.109,0.632,0.053,0.06,0.123,0.517,0.189,0.013,0.543,0.457,nonDRNA
4799,0.133,0.135,0.551,0.065,0.105,0.133,0.536,0.243,0.033,0.516,0.484,nonDRNA
4800,0.142,0.162,0.525,0.032,0.1,0.142,0.493,0.209,0.027,0.493,0.507,nonDRNA
4801,0.128,0.155,0.541,0.044,0.082,0.128,0.499,0.224,0.046,0.522,0.478,nonDRNA
4802,0.124,0.183,0.521,0.03,0.08,0.124,0.488,0.201,0.05,0.533,0.467,nonDRNA
4803,0.066,0.335,0.485,0.018,0.066,0.066,0.551,0.132,0.03,0.665,0.335,nonDRNA
4804,0.047,0.294,0.501,0.047,0.101,0.047,0.496,0.135,0.031,0.595,0.405,nonDRNA
4805,0.044,0.314,0.515,0.049,0.131,0.044,0.503,0.137,0.041,0.546,0.454,nonDRNA
4806,0.124,0.174,0.534,0.056,0.056,0.124,0.506,0.219,0.017,0.528,0.472,nonDRNA
4807,0.169,0.215,0.427,0.039,0.092,0.169,0.511,0.236,0.069,0.473,0.527,nonDRNA
4808,0.174,0.217,0.426,0.048,0.09,0.174,0.495,0.242,0.061,0.482,0.518,nonDRNA
4809,0.176,0.215,0.426,0.048,0.09,0.176,0.497,0.243,0.061,0.48,0.52,nonDRNA
4810,0.17,0.234,0.41,0.046,0.089,0.17,0.496,0.239,0.066,0.471,0.529,nonDRNA
4811,0.171,0.224,0.417,0.046,0.091,0.171,0.498,0.241,0.066,0.476,0.524,nonDRNA
4812,0.175,0.217,0.427,0.049,0.087,0.175,0.499,0.242,0.059,0.476,0.524,nonDRNA
4813,0.132,0.204,0.513,0.035,0.083,0.132,0.5,0.208,0.039,0.487,0.513,nonDRNA
4814,0.1,0.194,0.542,0.086,0.116,0.1,0.528,0.248,0.024,0.577,0.423,nonDRNA
4815,0.131,0.223,0.411,0.021,0.064,0.131,0.401,0.261,0.016,0.545,0.455,nonDRNA
4816,0.135,0.266,0.426,0.049,0.111,0.135,0.41,0.25,0.037,0.508,0.492,nonDRNA
4817,0.155,0.164,0.469,0.052,0.085,0.155,0.488,0.23,0.033,0.394,0.606,nonDRNA
4818,0.147,0.21,0.481,0.056,0.083,0.147,0.467,0.232,0.042,0.477,0.523,nonDRNA
4819,0.158,0.137,0.511,0.053,0.132,0.158,0.463,0.242,0.037,0.447,0.553,nonDRNA
